Frame,Index,angry,disgust,scared,happy,sad,surprised,neutral,pitch,roll,yaw,Mira A (Index),bb_x,bb_y,bb_width,bb_height,ID,Mira A (ID)
12,1,0.1344965398311615,0.023277917876839638,0.07061681151390076,0.31362974643707275,0.11314724385738373,0.011061321012675762,0.33377039432525635,-76.86819458007812,-13.567626953125,-1.7343063354492188,,376.23565673828125,105.35209655761719,416.581298828125,167.93080139160156,1.0,
13,0,0.09580463916063309,0.0065853470005095005,0.15341877937316895,0.13414496183395386,0.30569660663604736,0.009657567366957664,0.2946922183036804,67.22769165039062,-19.28240966796875,-15.506088256835938,1,482.36370849609375,60.207881927490234,523.9820556640625,126.73182678222656,0.0,1.0
13,1,0.1389809548854828,0.005982394330203533,0.10062957555055618,0.304766982793808,0.112893246114254,0.013215940445661545,0.323530912399292,-76.03062438964844,-12.04705810546875,-2.3336181640625,,379.79913330078125,103.648681640625,418.0223388671875,168.11328125,1.0,
14,0,0.06242000311613083,0.004951470997184515,0.1553587168455124,0.11619949340820312,0.28025463223457336,0.013364437036216259,0.36745119094848633,60.261505126953125,-26.110794067382812,-20.248153686523438,1,478.9302673339844,59.168182373046875,523.026123046875,128.8817138671875,0.0,1.0
14,1,0.12451138347387314,0.006249685771763325,0.08866309374570847,0.31164148449897766,0.11813237518072128,0.01216026209294796,0.3386417627334595,-74.55572509765625,-9.510940551757812,-3.8638381958007812,,379.5768737792969,103.8824234008789,418.4178771972656,167.46633911132812,1.0,
15,0,0.09362445771694183,0.00203378195874393,0.25132516026496887,0.05461079254746437,0.2635765075683594,0.01221460197120905,0.3226146996021271,58.132843017578125,-20.924423217773438,-20.273452758789062,,475.6139831542969,58.95340347290039,518.5709228515625,129.73577880859375,0.0,
15,1,0.10862371325492859,0.004781222902238369,0.10329406708478928,0.2011348307132721,0.17781122028827667,0.0135917654260993,0.3907631039619446,-75.59039306640625,-12.634994506835938,-5.289772033691406,,377.3279724121094,101.66510009765625,416.3714904785156,168.80502319335938,1.0,
16,0,0.10662950575351715,0.0015693607274442911,0.3136676251888275,0.04012584313750267,0.26217886805534363,0.012856158427894115,0.2629725933074951,55.533538818359375,-22.314476013183594,-16.924774169921875,,474.074951171875,62.53828430175781,516.2383422851562,129.72203063964844,0.0,
16,1,0.11836129426956177,0.006491524633020163,0.11345097422599792,0.27065369486808777,0.1587178111076355,0.01695431023836136,0.31537044048309326,-72.86921691894531,-12.843002319335938,-7.530830383300781,,377.4311218261719,103.5613021850586,416.9059143066406,167.88693237304688,1.0,
17,0,0.09577511996030807,0.0017598799895495176,0.2741577625274658,0.03849487379193306,0.29512470960617065,0.011120753362774849,0.2835668623447418,56.27232360839844,-23.16284942626953,-16.51904296875,,474.971923828125,63.43190383911133,516.8950805664062,130.1332550048828,0.0,
17,1,0.15545855462551117,0.006040310487151146,0.1306535005569458,0.3448438346385956,0.1263849288225174,0.019674023613333702,0.2169448584318161,-72.00125122070312,-20.973281860351562,-2.530426025390625,,376.2051086425781,102.26850128173828,417.8905944824219,167.68017578125,1.0,
18,0,0.10309475660324097,0.0018001897260546684,0.15958769619464874,0.05909663811326027,0.30640631914138794,0.015063758939504623,0.3549506664276123,55.70259094238281,-22.763648986816406,-12.935684204101562,,472.8005676269531,62.94411087036133,515.3501586914062,130.73660278320312,0.0,
18,1,0.08957446366548538,0.0020026681013405323,0.050318583846092224,0.579547107219696,0.11335022002458572,0.015246514230966568,0.14996041357517242,-65.34483337402344,-16.750869750976562,-13.094261169433594,,373.1742248535156,100.65377807617188,415.7513122558594,173.26174926757812,1.0,
19,0,0.06961751729249954,0.0010718582198023796,0.24391013383865356,0.0532461553812027,0.2782279849052429,0.016531702131032944,0.33739468455314636,55.00428771972656,-24.33049774169922,-12.44232177734375,,469.24676513671875,59.97835159301758,509.90716552734375,131.08119201660156,0.0,
19,1,0.11323290318250656,0.014334076084196568,0.06420043110847473,0.42536982893943787,0.13854704797267914,0.01855892688035965,0.22575677931308746,-69.97498321533203,-21.63324737548828,-6.8615875244140625,,369.3031311035156,102.40619659423828,415.4717712402344,177.17929077148438,1.0,
20,0,0.08312810957431793,0.0006757354130968451,0.21587030589580536,0.05864850431680679,0.2506084442138672,0.011520442552864552,0.37954846024513245,61.11363220214844,-26.27978515625,-16.741943359375,1,466.7265319824219,59.34788131713867,508.1466979980469,127.80915832519531,0.0,1.0
20,1,0.04804437234997749,0.03580985218286514,0.03176918253302574,0.6318374276161194,0.07960768789052963,0.0057127224281430244,0.16721872985363007,-68.45933532714844,-19.933135986328125,-10.545433044433594,,367.7351379394531,103.39772033691406,412.9225158691406,171.53504943847656,1.0,
21,0,0.048923030495643616,0.0028978618793189526,0.03026437945663929,0.6159918308258057,0.0690978541970253,0.0026570623740553856,0.23016801476478577,-60.51119613647461,-17.128997802734375,-16.566009521484375,,370.2105407714844,105.6414566040039,412.2010192871094,168.03973388671875,1.0,
21,1,0.09370696544647217,0.00179516919888556,0.1495133638381958,0.09757966548204422,0.17591582238674164,0.011790038086473942,0.4696989953517914,64.53160095214844,-24.873138427734375,-14.562057495117188,0,464.3880615234375,57.25690460205078,507.59832763671875,126.8700942993164,0.0,
22,0,0.1300007849931717,0.0026691858656704426,0.15788406133651733,0.07910408824682236,0.21545015275478363,0.017023013904690742,0.3978687822818756,60.712677001953125,-27.421249389648438,-16.906631469726562,1,459.666748046875,57.18830490112305,504.05426025390625,129.8702850341797,0.0,1.0
22,1,0.04856371134519577,0.00634739687666297,0.029180236160755157,0.4878433048725128,0.06831841915845871,0.003961431328207254,0.3557855784893036,-58.53923797607422,-17.404808044433594,-16.60041046142578,,369.9801025390625,105.87560272216797,411.3345947265625,167.8968505859375,1.0,
23,0,0.07169138640165329,0.0012213605223223567,0.14312806725502014,0.05992311239242554,0.1904449313879013,0.018230626359581947,0.5153605341911316,64.1627197265625,-30.17194366455078,-19.848899841308594,1,456.10235595703125,60.11530303955078,501.898193359375,131.451416015625,0.0,1.0
23,1,0.028371259570121765,0.002933900337666273,0.026656050235033035,0.6265461444854736,0.0556132048368454,0.0026688550133258104,0.2572105824947357,-61.139015197753906,-17.002906799316406,-17.078689575195312,,365.793701171875,105.69263458251953,410.51617431640625,166.82455444335938,1.0,
24,0,0.09024588763713837,0.001461575273424387,0.14966942369937897,0.0631989911198616,0.16796183586120605,0.019843462854623795,0.50761878490448,63.93092346191406,-30.127914428710938,-19.465011596679688,1,454.4321594238281,61.59424591064453,499.1495056152344,132.78836059570312,0.0,1.0
24,1,0.031808625906705856,0.005103461444377899,0.020187998190522194,0.6770185828208923,0.04560340195894241,0.002564722206443548,0.21771325170993805,-59.4639778137207,-14.804618835449219,-20.137741088867188,,365.1585388183594,105.96559143066406,410.4326477050781,166.59751892089844,1.0,
25,0,0.08016232401132584,0.0031001041643321514,0.15069420635700226,0.08801506459712982,0.20858293771743774,0.024760764092206955,0.44468456506729126,60.91986083984375,-29.83831024169922,-17.672637939453125,1,452.81365966796875,66.15010070800781,497.86566162109375,134.2919921875,0.0,1.0
25,1,0.06716974079608917,0.010439462959766388,0.030184363946318626,0.5370529890060425,0.05201905220746994,0.0054335817694664,0.29770079255104065,-58.861045837402344,-10.740402221679688,-24.074493408203125,,366.3608703613281,104.37710571289062,412.0476379394531,165.59072875976562,1.0,
26,0,0.08203612267971039,0.003992768004536629,0.14654941856861115,0.08481954038143158,0.21529488265514374,0.02300417795777321,0.44430309534072876,62.90946960449219,-32.03153991699219,-22.499305725097656,1,451.6000061035156,65.37179565429688,498.7287292480469,135.8758544921875,0.0,1.0
26,1,0.06587240099906921,0.0063604917377233505,0.03394687548279762,0.6026681065559387,0.07806263118982315,0.00567006878554821,0.20741942524909973,-65.66268920898438,-9.084457397460938,-22.989959716796875,,366.1015930175781,104.0535659790039,413.0722961425781,167.36392211914062,1.0,
27,0,0.08017661422491074,0.004561894573271275,0.14075320959091187,0.09292181581258774,0.17460130155086517,0.02397894486784935,0.48300623893737793,58.462158203125,-29.973068237304688,-18.378921508789062,,449.3439025878906,65.39237213134766,496.8085632324219,136.57577514648438,0.0,
27,1,0.08165501058101654,0.016305049881339073,0.06032578647136688,0.41358914971351624,0.08837687224149704,0.004603885114192963,0.33514419198036194,-72.0654067993164,-7.119880676269531,-20.35723876953125,,361.77691650390625,102.00634002685547,414.0772705078125,164.09072875976562,1.0,
28,0,0.15466226637363434,0.004608469549566507,0.21987496316432953,0.03726998344063759,0.17476873099803925,0.036800120025873184,0.3720153868198395,63.711578369140625,-31.9930419921875,-23.503082275390625,,448.8096618652344,65.94528198242188,493.4722595214844,137.70066833496094,0.0,
28,1,0.10348918288946152,0.0023093768395483494,0.04552072286605835,0.4902467429637909,0.10940820723772049,0.006392699666321278,0.2426331639289856,-70.66368103027344,-1.484649658203125,-25.489891052246094,0,365.3800964355469,103.33988189697266,416.0706481933594,161.73568725585938,1.0,
29,0,0.10424917191267014,0.001374297309666872,0.23524615168571472,0.05801429599523544,0.1602843552827835,0.023670975118875504,0.4171607196331024,63.44451904296875,-30.030105590820312,-22.823020935058594,,447.552734375,65.45298767089844,492.6798095703125,136.53797912597656,0.0,
29,1,0.11533497273921967,0.0012931657256558537,0.04201897978782654,0.45619457960128784,0.0776267796754837,0.00901702418923378,0.29851454496383667,-70.78121948242188,1.7331619262695312,-27.12236785888672,0,369.6385803222656,102.2482681274414,415.7535705566406,160.96420288085938,1.0,
30,0,0.11550211161375046,0.002926030894741416,0.20690326392650604,0.06249676272273064,0.17179644107818604,0.022200830280780792,0.4181745946407318,63.931243896484375,-31.656112670898438,-25.774185180664062,,447.2997741699219,67.41407775878906,495.5995788574219,138.07398986816406,0.0,
30,1,0.11283010244369507,0.003272884525358677,0.08199858665466309,0.27361366152763367,0.13278323411941528,0.016153484582901,0.3793480098247528,-81.33544921875,-3.607208251953125,-17.50738525390625,0,370.1992492675781,100.75550079345703,414.9900207519531,160.23910522460938,1.0,
31,0,0.14469315111637115,0.0015199538320302963,0.2076442539691925,0.05061836913228035,0.13884873688220978,0.023763135075569153,0.4329124093055725,64.42564392089844,-34.856536865234375,-30.857833862304688,,447.37939453125,69.14517974853516,495.0125732421875,139.52536010742188,0.0,
31,1,0.1421833485364914,0.0009750862955115736,0.07480748742818832,0.15040434896945953,0.18843510746955872,0.017495565116405487,0.42569899559020996,-81.091064453125,1.90960693359375,-18.378448486328125,0,370.880615234375,98.48380279541016,415.73785400390625,158.7500762939453,1.0,
32,0,0.11371799558401108,0.0011792449513450265,0.2342865914106369,0.03714219853281975,0.14745557308197021,0.02635662630200386,0.4398617148399353,64.891357421875,-34.428672790527344,-29.708251953125,,447.0216979980469,70.29017639160156,493.6264953613281,140.30386352539062,0.0,
32,1,0.07325460761785507,0.000565588939934969,0.050525981932878494,0.21252374351024628,0.11595667898654938,0.007060668431222439,0.5401127934455872,-79.35469055175781,-1.7023162841796875,-1.2369842529296875,0,378.6229248046875,104.22187805175781,413.60919189453125,155.6455535888672,1.0,
33,0,0.10772068798542023,0.0013506192481145263,0.28601375222206116,0.03160487115383148,0.15256810188293457,0.03736620768904686,0.38337570428848267,64.90188598632812,-27.826141357421875,-25.176673889160156,,444.489501953125,70.76709747314453,488.7020263671875,143.4049072265625,0.0,
33,1,0.09953215718269348,0.001392438542097807,0.08039747923612595,0.19584542512893677,0.12782631814479828,0.013132753781974316,0.48187339305877686,-79.06623840332031,5.9779815673828125,-13.402389526367188,0,375.2275390625,95.68071746826172,418.3135986328125,155.60968017578125,1.0,
34,0,0.10194634646177292,0.0028048839885741472,0.24440258741378784,0.03805745020508766,0.1335999220609665,0.030323253944516182,0.4488655626773834,66.65475463867188,-23.46380615234375,-25.829803466796875,1,441.5633239746094,70.44415283203125,485.0359802246094,141.17771911621094,0.0,1.0
34,1,0.07784844934940338,0.0008358352934010327,0.043523430824279785,0.2581513822078705,0.09683674573898315,0.010158726945519447,0.512645423412323,-81.552490234375,3.9925460815429688,-11.09478759765625,0,375.796875,95.19583892822266,418.194580078125,155.35504150390625,1.0,
35,0,0.09063021093606949,0.0015745366690680385,0.19300346076488495,0.038986753672361374,0.11696731299161911,0.05796501785516739,0.500872790813446,68.56198120117188,-27.515274047851562,-29.310134887695312,1,439.70867919921875,73.07176971435547,482.21832275390625,139.8802490234375,0.0,1.0
35,1,0.06921479851007462,0.003682223614305258,0.030194245278835297,0.29282695055007935,0.07447678595781326,0.009739039465785027,0.5198659300804138,-83.69744873046875,4.7079620361328125,-10.8736572265625,0,375.56243896484375,94.88864135742188,418.18804931640625,155.38514709472656,1.0,
36,0,0.18798285722732544,0.01911119744181633,0.23046907782554626,0.09330162405967712,0.07167347520589828,0.006873613223433495,0.3905881345272064,-64.77877807617188,-3.3271560668945312,-0.0070037841796875,2,327.8612976074219,151.17015075683594,371.0673522949219,214.39573669433594,2.0,0.0
36,1,0.07368958741426468,0.0034415798727422953,0.1643027812242508,0.14944054186344147,0.0697517916560173,0.012583239004015923,0.5267904996871948,-72.98246002197266,-0.9911041259765625,13.30340576171875,0,237.9742431640625,186.8748321533203,274.926025390625,234.42051696777344,3.0,
36,2,0.06371665000915527,0.001898923539556563,0.5792077779769897,0.12468936294317245,0.06440966576337814,0.013935904949903488,0.152141734957695,55.3673095703125,-34.3045654296875,-23.167160034179688,,589.5924682617188,112.0934066772461,637.1946411132812,170.65365600585938,0.0,
36,3,0.1227792277932167,0.002854585414752364,0.14855162799358368,0.44325536489486694,0.11140505969524384,0.004839378409087658,0.16631470620632172,2.0279159545898438,-23.604660034179688,-1.4125213623046875,,242.38282775878906,77.03816223144531,286.4416198730469,121.80366516113281,4.0,
36,4,0.1384221315383911,0.00155022949911654,0.06733774393796921,0.14426001906394958,0.04196574166417122,0.010286283679306507,0.5961778163909912,-0.4371337890625,-3.9145965576171875,-0.443939208984375,,633.4522094726562,15.833573341369629,655.4215698242188,41.82762145996094,1.0,
37,0,0.17231224477291107,0.01518373191356659,0.21767312288284302,0.18264025449752808,0.05776534602046013,0.023287316784262657,0.331138014793396,-65.50093078613281,-7.973304748535156,0.67132568359375,2,327.4281005859375,155.7960205078125,370.4072265625,215.41375732421875,2.0,0.0
37,1,0.15500569343566895,0.001924037467688322,0.24992316961288452,0.10090169310569763,0.061199210584163666,0.021507153287529945,0.40953895449638367,6.344810485839844,-2.2235641479492188,0.402557373046875,,249.23373413085938,184.31658935546875,276.2091979980469,233.81997680664062,5.0,
37,2,0.04866689816117287,0.0010999607620760798,0.5927797555923462,0.0716533213853836,0.11777457594871521,0.005740730091929436,0.162284716963768,54.92195129394531,-31.723968505859375,-18.33257293701172,,589.12255859375,115.85505676269531,634.434814453125,173.04710388183594,0.0,
37,3,0.14551077783107758,0.005763110239058733,0.1347275674343109,0.3876878023147583,0.05119799077510834,0.01235705055296421,0.26275575160980225,1.1444549560546875,-22.621322631835938,1.5885086059570312,,244.68739318847656,80.8047103881836,285.50341796875,124.94001007080078,4.0,
37,4,0.10355352610349655,0.0009654544992372394,0.15319882333278656,0.18891973793506622,0.03606594353914261,0.027887945994734764,0.48940858244895935,10.367752075195312,2.5756072998046875,1.1218185424804688,,732.498779296875,28.34771728515625,751.771240234375,49.420631408691406,6.0,
37,5,0.13165810704231262,0.0016806113999336958,0.0685475617647171,0.1571485698223114,0.037872541695833206,0.011891853995621204,0.5912007689476013,-1.6930694580078125,-1.172119140625,-1.2009429931640625,,632.61669921875,19.77117156982422,651.231201171875,43.03700256347656,1.0,
38,0,0.1643907129764557,0.013912418857216835,0.21468140184879303,0.13520565629005432,0.059652820229530334,0.011905317194759846,0.4002516567707062,-68.34500122070312,-6.599205017089844,1.5784454345703125,1,328.7120361328125,154.6921844482422,371.9014892578125,215.3369598388672,2.0,0.0
38,1,0.07287172228097916,0.0036180017050355673,0.5255218148231506,0.12572064995765686,0.08660281449556351,0.006797152105718851,0.1788678616285324,54.496978759765625,-31.604583740234375,-17.572830200195312,,587.7595825195312,115.51546478271484,631.8965454101562,173.62286376953125,0.0,
38,2,0.11377401649951935,0.005654136184602976,0.1308896541595459,0.42127832770347595,0.053334351629018784,0.011667518876492977,0.26340195536613464,-1.0467376708984375,-13.615249633789062,4.359375,,248.5177764892578,79.82970428466797,286.988525390625,124.63347625732422,4.0,
38,3,0.08742255717515945,0.00036361621459946036,0.1012139543890953,0.13432763516902924,0.09134403616189957,0.014906984753906727,0.5704211592674255,1.3151397705078125,-4.19085693359375,4.623504638671875,,249.35757446289062,182.21063232421875,277.0073547363281,232.92376708984375,5.0,
38,4,0.11614058911800385,0.0009522025939077139,0.13006462156772614,0.1500346064567566,0.04016556218266487,0.02053663693368435,0.5421057343482971,3.653472900390625,3.1672439575195312,0.00514984130859375,,727.2234497070312,30.95250701904297,745.8799438476562,52.759002685546875,6.0,
38,5,0.13360533118247986,0.001788581139408052,0.06898153573274612,0.15422482788562775,0.03768401965498924,0.012415858916938305,0.5912997722625732,-2.2342758178710938,-1.0735015869140625,-0.9568634033203125,,630.0535278320312,20.964088439941406,650.4873657226562,44.61564636230469,1.0,
39,0,0.15989626944065094,0.016463709995150566,0.24590560793876648,0.08923769742250443,0.06440404802560806,0.010480884462594986,0.4136117994785309,-67.8220443725586,-4.48046875,-1.37255859375,1,328.68890380859375,154.09739685058594,372.31072998046875,213.40000915527344,2.0,0.0
39,1,0.06457705795764923,0.0017304804641753435,0.4810582399368286,0.15014521777629852,0.0979883149266243,0.006515815854072571,0.19798487424850464,55.85517883300781,-33.078407287597656,-20.321365356445312,,586.0455932617188,118.24691009521484,631.1904907226562,173.12652587890625,0.0,
39,2,0.10257597267627716,0.0040869624353945255,0.12354676425457001,0.437482625246048,0.05145364999771118,0.012673108838498592,0.2681809663772583,-3.568634033203125,-13.531478881835938,5.84173583984375,,251.09823608398438,81.42742919921875,288.7285461425781,126.75990295410156,4.0,
39,3,0.14000511169433594,0.0014063159469515085,0.0728306844830513,0.1516270786523819,0.04426247999072075,0.010907718911767006,0.5789605379104614,-1.6602630615234375,-1.5581130981445312,-0.7202224731445312,,628.66162109375,24.253318786621094,646.6136474609375,50.56999206542969,1.0,
39,4,0.09766503423452377,0.0006498935981653631,0.14349085092544556,0.18812744319438934,0.03779755160212517,0.025623662397265434,0.5066455006599426,7.859275817871094,3.848876953125,2.2062835693359375,,726.82373046875,35.25702667236328,745.0396728515625,56.428611755371094,6.0,
39,5,0.07310463488101959,0.00025911303237080574,0.07362672686576843,0.15978732705116272,0.09191282093524933,0.012155949138104916,0.5891534090042114,4.2598419189453125,-3.8240737915039062,2.552215576171875,,253.38644409179688,182.8199920654297,278.4159240722656,235.8859405517578,5.0,
40,0,0.05021965503692627,0.0016152475727722049,0.5354794263839722,0.118561290204525,0.09656155109405518,0.008477617986500263,0.18908514082431793,55.144439697265625,-35.60072708129883,-21.417144775390625,,584.2406616210938,119.62142181396484,631.9878540039062,173.53895568847656,0.0,
40,1,0.1378692239522934,0.011104325763881207,0.19514425098896027,0.12738747894763947,0.05533570423722267,0.010621422901749611,0.462537556886673,-70.85638427734375,-6.594268798828125,3.0939559936523438,0,329.2524719238281,155.3687286376953,371.6358337402344,213.99574279785156,2.0,
40,2,0.12633246183395386,0.0012669702991843224,0.0654454454779625,0.1650681346654892,0.040056925266981125,0.013678321614861488,0.588151752948761,-2.3057785034179688,-1.12628173828125,-0.28643798828125,,627.8441772460938,28.632266998291016,645.9688110351562,49.109928131103516,1.0,
40,3,0.10282289236783981,0.003256138414144516,0.11639784276485443,0.44722747802734375,0.04776841402053833,0.014145972207188606,0.2683812379837036,-3.68182373046875,-15.680740356445312,3.575714111328125,,250.3560791015625,82.33078002929688,288.53387451171875,126.98178100585938,4.0,
40,4,0.08131056278944016,0.0005694147548638284,0.09635547548532486,0.1942654252052307,0.10933443903923035,0.020787011831998825,0.4973776340484619,6.2603759765625,-4.433586120605469,3.2197494506835938,,253.96449279785156,182.95751953125,278.69866943359375,236.64788818359375,5.0,
40,5,0.10695771127939224,0.0010449496330693364,0.14782188832759857,0.15719127655029297,0.04301738366484642,0.02652103826403618,0.5174457430839539,10.665283203125,1.6125335693359375,0.7617416381835938,,725.9955444335938,34.61588668823242,743.9435424804688,56.73227310180664,6.0,
41,0,0.10809943825006485,0.004477665759623051,0.1443551480770111,0.1623188853263855,0.047636352479457855,0.009820487350225449,0.5232920050621033,-54.0982780456543,-3.3225555419921875,10.106781005859375,,330.73822021484375,152.8402557373047,370.9285888671875,214.7007598876953,2.0,
41,1,0.04561998322606087,0.0012589627876877785,0.5570066571235657,0.12600988149642944,0.09710776805877686,0.007994106039404869,0.16500256955623627,55.630462646484375,-36.434654235839844,-22.49523162841797,,583.5198364257812,119.47628784179688,631.3887329101562,173.59637451171875,0.0,
41,2,0.12526476383209229,0.00386914168484509,0.12261451035737991,0.4171450436115265,0.043517615646123886,0.013438190333545208,0.27415069937705994,-2.1552886962890625,-14.025299072265625,4.8206787109375,,250.0753173828125,83.36227416992188,288.24896240234375,126.54170227050781,4.0,
