Frame,Index,angry,disgust,scared,happy,sad,surprised,neutral,max_emotion,yaw,pitch,roll,Mira A (Index),bb_x_min,bb_y_min,bb_x_max,bb_y_max,ID,Mira A (ID)
7,0,0.08266568183898926,0.022537067532539368,0.1468278467655182,0.10043779015541077,0.29893818497657776,0.007292218040674925,0.3413012623786926,neutral,62.38775634765625,-19.501571655273438,-6.9863739013671875,1,494,55,538,124,Ross,13
7,1,0.16511406004428864,0.003108954755589366,0.05516970157623291,0.1467195600271225,0.09160122275352478,0.014536201022565365,0.523750364780426,neutral,-68.70316314697266,-14.065200805664062,-2.160369873046875,0,361,105,399,170,13,Ross
8,0,0.08862921595573425,0.002628370188176632,0.15449723601341248,0.042478837072849274,0.41084858775138855,0.006985134910792112,0.29393261671066284,sad,59.79426574707031,-17.040870666503906,-6.451812744140625,1,491,54,535,127,Ross,14
8,1,0.0925082117319107,0.007775243371725082,0.037213049829006195,0.24054990708827972,0.0777207687497139,0.008368673734366894,0.5358641147613525,neutral,-72.36905670166016,-13.727951049804688,-1.1218109130859375,0,364,110,405,171,14,Ross
9,0,0.09676675498485565,0.0027110367082059383,0.13739998638629913,0.04562157019972801,0.3700113296508789,0.006651158444583416,0.3408381938934326,sad,58.54051208496094,-16.117652893066406,-6.377037048339844,1,490,56,533,127,Ross,15
9,1,0.11214659363031387,0.0021760843228548765,0.059994205832481384,0.08365271985530853,0.15473949909210205,0.01547583844512701,0.5718150734901428,neutral,-69.65498352050781,-13.104896545410156,-2.2541046142578125,0,371,104,409,169,15,Ross
10,0,0.12574893236160278,0.007287341635674238,0.1608128547668457,0.09096193313598633,0.323544442653656,0.009842632338404655,0.28180190920829773,sad,63.59532165527344,-20.73003387451172,-11.498458862304688,1,490,54,533,126,Ross,16
10,1,0.1160174012184143,0.0056258030235767365,0.07711781561374664,0.1426960825920105,0.1801230013370514,0.014322910457849503,0.46409693360328674,neutral,-76.57588195800781,-14.717674255371094,-0.719879150390625,0,372,103,413,170,16,Ross
11,0,0.09453412890434265,0.007954346016049385,0.16801074147224426,0.048899486660957336,0.39494559168815613,0.01250208355486393,0.2731536030769348,sad,65.30592346191406,-23.253921508789062,-11.963325500488281,1,488,54,531,125,Ross,17
11,1,0.13927793502807617,0.0034548905678093433,0.10519197583198547,0.08740530163049698,0.1863783299922943,0.023458657786250114,0.45483291149139404,neutral,-79.63306427001953,-15.281700134277344,1.13128662109375,0,373,104,414,169,17,Ross
12,0,0.0815446600317955,0.007481580134481192,0.1706303507089615,0.04543337970972061,0.3376869857311249,0.01753837987780571,0.3396846652030945,neutral,66.30447387695312,-26.32659912109375,-18.300521850585938,1,485,57,528,127,Ross,18
12,1,0.1344965398311615,0.023277917876839638,0.07061681151390076,0.31362974643707275,0.11314724385738373,0.011061321012675762,0.33377039432525635,neutral,-76.86819458007812,-13.567626953125,-1.7343063354492188,0,376,105,416,167,18,Ross
13,0,0.09580463916063309,0.0065853470005095005,0.15341877937316895,0.13414496183395386,0.30569660663604736,0.009657567366957664,0.2946922183036804,sad,67.22769165039062,-19.28240966796875,-15.506088256835938,1,482,60,523,126,Ross,19
13,1,0.1389809548854828,0.005982394330203533,0.10062957555055618,0.304766982793808,0.112893246114254,0.013215940445661545,0.323530912399292,neutral,-76.03062438964844,-12.04705810546875,-2.3336181640625,0,379,103,418,168,19,Ross
14,0,0.06242000311613083,0.004951470997184515,0.1553587168455124,0.11619949340820312,0.28025463223457336,0.013364437036216259,0.36745119094848633,neutral,60.261505126953125,-26.110794067382812,-20.248153686523438,1,478,59,523,128,Ross,20
14,1,0.12451138347387314,0.006249685771763325,0.08866309374570847,0.31164148449897766,0.11813237518072128,0.01216026209294796,0.3386417627334595,neutral,-74.55572509765625,-9.510940551757812,-3.8638381958007812,0,379,103,418,167,20,Ross
15,0,0.09362445771694183,0.00203378195874393,0.25132516026496887,0.05461079254746437,0.2635765075683594,0.01221460197120905,0.3226146996021271,neutral,58.132843017578125,-20.924423217773438,-20.273452758789062,1,475,58,518,129,Ross,21
15,1,0.10862371325492859,0.004781222902238369,0.10329406708478928,0.2011348307132721,0.17781122028827667,0.0135917654260993,0.3907631039619446,neutral,-75.59039306640625,-12.634994506835938,-5.289772033691406,0,377,101,416,168,21,Ross
16,0,0.10662950575351715,0.0015693607274442911,0.3136676251888275,0.04012584313750267,0.26217886805534363,0.012856158427894115,0.2629725933074951,scared,55.533538818359375,-22.314476013183594,-16.924774169921875,1,474,62,516,129,Ross,22
16,1,0.11836129426956177,0.006491524633020163,0.11345097422599792,0.27065369486808777,0.1587178111076355,0.01695431023836136,0.31537044048309326,neutral,-72.86921691894531,-12.843002319335938,-7.530830383300781,0,377,103,416,167,22,Ross
17,0,0.09577511996030807,0.0017598799895495176,0.2741577625274658,0.03849487379193306,0.29512470960617065,0.011120753362774849,0.2835668623447418,sad,56.27232360839844,-23.16284942626953,-16.51904296875,1,474,63,516,130,Ross,23
17,1,0.15545855462551117,0.006040310487151146,0.1306535005569458,0.3448438346385956,0.1263849288225174,0.019674023613333702,0.2169448584318161,happy,-72.00125122070312,-20.973281860351562,-2.530426025390625,,376,102,417,167,23,
18,0,0.10309475660324097,0.0018001897260546684,0.15958769619464874,0.05909663811326027,0.30640631914138794,0.015063758939504623,0.3549506664276123,neutral,55.70259094238281,-22.763648986816406,-12.935684204101562,1,472,62,515,130,Ross,24
18,1,0.08957446366548538,0.0020026681013405323,0.050318583846092224,0.579547107219696,0.11335022002458572,0.015246514230966568,0.14996041357517242,happy,-65.34483337402344,-16.750869750976562,-13.094261169433594,,373,100,415,173,24,
19,0,0.06961751729249954,0.0010718582198023796,0.24391013383865356,0.0532461553812027,0.2782279849052429,0.016531702131032944,0.33739468455314636,neutral,55.00428771972656,-24.33049774169922,-12.44232177734375,1,469,59,509,131,Ross,25
19,1,0.11323290318250656,0.014334076084196568,0.06420043110847473,0.42536982893943787,0.13854704797267914,0.01855892688035965,0.22575677931308746,happy,-69.97498321533203,-21.63324737548828,-6.8615875244140625,,369,102,415,177,25,
20,0,0.08312810957431793,0.0006757354130968451,0.21587030589580536,0.05864850431680679,0.2506084442138672,0.011520442552864552,0.37954846024513245,neutral,61.11363220214844,-26.27978515625,-16.741943359375,1,466,59,508,127,Ross,26
20,1,0.04804437234997749,0.03580985218286514,0.03176918253302574,0.6318374276161194,0.07960768789052963,0.0057127224281430244,0.16721872985363007,happy,-68.45933532714844,-19.933135986328125,-10.545433044433594,,367,103,412,171,26,
21,0,0.048923030495643616,0.0028978618793189526,0.03026437945663929,0.6159918308258057,0.0690978541970253,0.0026570623740553856,0.23016801476478577,happy,-60.51119613647461,-17.128997802734375,-16.566009521484375,,370,105,412,168,27,
21,1,0.09370696544647217,0.00179516919888556,0.1495133638381958,0.09757966548204422,0.17591582238674164,0.011790038086473942,0.4696989953517914,neutral,64.53160095214844,-24.873138427734375,-14.562057495117188,0,464,57,507,126,Ross,27
22,0,0.1300007849931717,0.0026691858656704426,0.15788406133651733,0.07910408824682236,0.21545015275478363,0.017023013904690742,0.3978687822818756,neutral,60.712677001953125,-27.421249389648438,-16.906631469726562,1,459,57,504,129,Ross,28
22,1,0.04856371134519577,0.00634739687666297,0.029180236160755157,0.4878433048725128,0.06831841915845871,0.003961431328207254,0.3557855784893036,happy,-58.53923797607422,-17.404808044433594,-16.60041046142578,,369,105,411,167,28,
23,0,0.07169138640165329,0.0012213605223223567,0.14312806725502014,0.05992311239242554,0.1904449313879013,0.018230626359581947,0.5153605341911316,neutral,64.1627197265625,-30.17194366455078,-19.848899841308594,1,456,60,501,131,Ross,29
23,1,0.028371259570121765,0.002933900337666273,0.026656050235033035,0.6265461444854736,0.0556132048368454,0.0026688550133258104,0.2572105824947357,happy,-61.139015197753906,-17.002906799316406,-17.078689575195312,,365,105,410,166,29,
24,0,0.09024588763713837,0.001461575273424387,0.14966942369937897,0.0631989911198616,0.16796183586120605,0.019843462854623795,0.50761878490448,neutral,63.93092346191406,-30.127914428710938,-19.465011596679688,1,454,61,499,132,Ross,30
24,1,0.031808625906705856,0.005103461444377899,0.020187998190522194,0.6770185828208923,0.04560340195894241,0.002564722206443548,0.21771325170993805,happy,-59.4639778137207,-14.804618835449219,-20.137741088867188,,365,105,410,166,30,
25,0,0.08016232401132584,0.0031001041643321514,0.15069420635700226,0.08801506459712982,0.20858293771743774,0.024760764092206955,0.44468456506729126,neutral,60.91986083984375,-29.83831024169922,-17.672637939453125,1,452,66,497,134,Ross,31
25,1,0.06716974079608917,0.010439462959766388,0.030184363946318626,0.5370529890060425,0.05201905220746994,0.0054335817694664,0.29770079255104065,happy,-58.861045837402344,-10.740402221679688,-24.074493408203125,0,366,104,412,165,31,Ross
26,0,0.08203612267971039,0.003992768004536629,0.14654941856861115,0.08481954038143158,0.21529488265514374,0.02300417795777321,0.44430309534072876,neutral,62.90946960449219,-32.03153991699219,-22.499305725097656,1,451,65,498,135,Ross,32
26,1,0.06587240099906921,0.0063604917377233505,0.03394687548279762,0.6026681065559387,0.07806263118982315,0.00567006878554821,0.20741942524909973,happy,-65.66268920898438,-9.084457397460938,-22.989959716796875,0,366,104,413,167,32,Ross
27,0,0.08017661422491074,0.004561894573271275,0.14075320959091187,0.09292181581258774,0.17460130155086517,0.02397894486784935,0.48300623893737793,neutral,58.462158203125,-29.973068237304688,-18.378921508789062,1,449,65,496,136,Ross,Rachel
27,1,0.08165501058101654,0.016305049881339073,0.06032578647136688,0.41358914971351624,0.08837687224149704,0.004603885114192963,0.33514419198036194,happy,-72.0654067993164,-7.119880676269531,-20.35723876953125,0,361,102,414,164,Rachel,Ross
28,0,0.15466226637363434,0.004608469549566507,0.21987496316432953,0.03726998344063759,0.17476873099803925,0.036800120025873184,0.3720153868198395,neutral,63.711578369140625,-31.9930419921875,-23.503082275390625,1,448,65,493,137,Ross,Rachel
28,1,0.10348918288946152,0.0023093768395483494,0.04552072286605835,0.4902467429637909,0.10940820723772049,0.006392699666321278,0.2426331639289856,happy,-70.66368103027344,-1.484649658203125,-25.489891052246094,0,365,103,416,161,Rachel,Ross
29,0,0.10424917191267014,0.001374297309666872,0.23524615168571472,0.05801429599523544,0.1602843552827835,0.023670975118875504,0.4171607196331024,neutral,63.44451904296875,-30.030105590820312,-22.823020935058594,1,447,65,492,136,Ross,Rachel
29,1,0.11533497273921967,0.0012931657256558537,0.04201897978782654,0.45619457960128784,0.0776267796754837,0.00901702418923378,0.29851454496383667,happy,-70.78121948242188,1.7331619262695312,-27.12236785888672,0,369,102,415,160,Rachel,Ross
30,0,0.11550211161375046,0.002926030894741416,0.20690326392650604,0.06249676272273064,0.17179644107818604,0.022200830280780792,0.4181745946407318,neutral,63.931243896484375,-31.656112670898438,-25.774185180664062,1,447,67,495,138,Ross,Rachel
30,1,0.11283010244369507,0.003272884525358677,0.08199858665466309,0.27361366152763367,0.13278323411941528,0.016153484582901,0.3793480098247528,neutral,-81.33544921875,-3.607208251953125,-17.50738525390625,0,370,100,414,160,Rachel,Ross
31,0,0.14469315111637115,0.0015199538320302963,0.2076442539691925,0.05061836913228035,0.13884873688220978,0.023763135075569153,0.4329124093055725,neutral,64.42564392089844,-34.856536865234375,-30.857833862304688,1,447,69,495,139,Ross,Rachel
31,1,0.1421833485364914,0.0009750862955115736,0.07480748742818832,0.15040434896945953,0.18843510746955872,0.017495565116405487,0.42569899559020996,neutral,-81.091064453125,1.90960693359375,-18.378448486328125,0,370,98,415,158,Rachel,Ross
32,0,0.11371799558401108,0.0011792449513450265,0.2342865914106369,0.03714219853281975,0.14745557308197021,0.02635662630200386,0.4398617148399353,neutral,64.891357421875,-34.428672790527344,-29.708251953125,1,447,70,493,140,Ross,Rachel
32,1,0.07325460761785507,0.000565588939934969,0.050525981932878494,0.21252374351024628,0.11595667898654938,0.007060668431222439,0.5401127934455872,neutral,-79.35469055175781,-1.7023162841796875,-1.2369842529296875,0,378,104,413,155,Rachel,Ross
33,0,0.10772068798542023,0.0013506192481145263,0.28601375222206116,0.03160487115383148,0.15256810188293457,0.03736620768904686,0.38337570428848267,neutral,64.90188598632812,-27.826141357421875,-25.176673889160156,1,444,70,488,143,Ross,Rachel
33,1,0.09953215718269348,0.001392438542097807,0.08039747923612595,0.19584542512893677,0.12782631814479828,0.013132753781974316,0.48187339305877686,neutral,-79.06623840332031,5.9779815673828125,-13.402389526367188,0,375,95,418,155,Rachel,Ross
34,0,0.10194634646177292,0.0028048839885741472,0.24440258741378784,0.03805745020508766,0.1335999220609665,0.030323253944516182,0.4488655626773834,neutral,66.65475463867188,-23.46380615234375,-25.829803466796875,1,441,70,485,141,Ross,Rachel
34,1,0.07784844934940338,0.0008358352934010327,0.043523430824279785,0.2581513822078705,0.09683674573898315,0.010158726945519447,0.512645423412323,neutral,-81.552490234375,3.9925460815429688,-11.09478759765625,0,375,95,418,155,Rachel,Ross
35,0,0.09063021093606949,0.0015745366690680385,0.19300346076488495,0.038986753672361374,0.11696731299161911,0.05796501785516739,0.500872790813446,neutral,68.56198120117188,-27.515274047851562,-29.310134887695312,1,439,73,482,139,Ross,Rachel
35,1,0.06921479851007462,0.003682223614305258,0.030194245278835297,0.29282695055007935,0.07447678595781326,0.009739039465785027,0.5198659300804138,neutral,-83.69744873046875,4.7079620361328125,-10.8736572265625,0,375,94,418,155,Rachel,Ross
36,0,0.18798285722732544,0.01911119744181633,0.23046907782554626,0.09330162405967712,0.07167347520589828,0.006873613223433495,0.3905881345272064,neutral,-64.77877807617188,-3.3271560668945312,-0.0070037841796875,2,327,151,371,214,Chandler,Ross
36,1,0.07368958741426468,0.0034415798727422953,0.1643027812242508,0.14944054186344147,0.0697517916560173,0.012583239004015923,0.5267904996871948,neutral,-72.98246002197266,-0.9911041259765625,13.30340576171875,0,237,186,274,234,33,Chandler
36,2,0.06371665000915527,0.001898923539556563,0.5792077779769897,0.12468936294317245,0.06440966576337814,0.013935904949903488,0.152141734957695,scared,55.3673095703125,-34.3045654296875,-23.167160034179688,0,589,112,637,170,Ross,Chandler
36,3,0.1227792277932167,0.002854585414752364,0.14855162799358368,0.44325536489486694,0.11140505969524384,0.004839378409087658,0.16631470620632172,happy,2.0279159545898438,-23.604660034179688,-1.4125213623046875,,242,77,286,121,34,
36,4,0.1384221315383911,0.00155022949911654,0.06733774393796921,0.14426001906394958,0.04196574166417122,0.010286283679306507,0.5961778163909912,neutral,-0.4371337890625,-3.9145965576171875,-0.443939208984375,,633,15,655,41,Rachel,
37,0,0.17231224477291107,0.01518373191356659,0.21767312288284302,0.18264025449752808,0.05776534602046013,0.023287316784262657,0.331138014793396,neutral,-65.50093078613281,-7.973304748535156,0.67132568359375,2,327,155,370,215,Chandler,Ross
37,1,0.15500569343566895,0.001924037467688322,0.24992316961288452,0.10090169310569763,0.061199210584163666,0.021507153287529945,0.40953895449638367,neutral,6.344810485839844,-2.2235641479492188,0.402557373046875,,249,184,276,233,35,
37,2,0.04866689816117287,0.0010999607620760798,0.5927797555923462,0.0716533213853836,0.11777457594871521,0.005740730091929436,0.162284716963768,scared,54.92195129394531,-31.723968505859375,-18.33257293701172,0,589,115,634,173,Ross,Chandler
37,3,0.14551077783107758,0.005763110239058733,0.1347275674343109,0.3876878023147583,0.05119799077510834,0.01235705055296421,0.26275575160980225,happy,1.1444549560546875,-22.621322631835938,1.5885086059570312,,244,80,285,124,36,
37,4,0.10355352610349655,0.0009654544992372394,0.15319882333278656,0.18891973793506622,0.03606594353914261,0.027887945994734764,0.48940858244895935,neutral,10.367752075195312,2.5756072998046875,1.1218185424804688,,732,28,751,49,37,
37,5,0.13165810704231262,0.0016806113999336958,0.0685475617647171,0.1571485698223114,0.037872541695833206,0.011891853995621204,0.5912007689476013,neutral,-1.6930694580078125,-1.172119140625,-1.2009429931640625,,632,19,651,43,Rachel,
38,0,0.1643907129764557,0.013912418857216835,0.21468140184879303,0.13520565629005432,0.059652820229530334,0.011905317194759846,0.4002516567707062,neutral,-68.34500122070312,-6.599205017089844,1.5784454345703125,1,328,154,371,215,Chandler,Ross
38,1,0.07287172228097916,0.0036180017050355673,0.5255218148231506,0.12572064995765686,0.08660281449556351,0.006797152105718851,0.1788678616285324,scared,54.496978759765625,-31.604583740234375,-17.572830200195312,0,587,115,631,173,Ross,Chandler
38,2,0.11377401649951935,0.005654136184602976,0.1308896541595459,0.42127832770347595,0.053334351629018784,0.011667518876492977,0.26340195536613464,happy,-1.0467376708984375,-13.615249633789062,4.359375,,248,79,286,124,38,
38,3,0.08742255717515945,0.00036361621459946036,0.1012139543890953,0.13432763516902924,0.09134403616189957,0.014906984753906727,0.5704211592674255,neutral,1.3151397705078125,-4.19085693359375,4.623504638671875,,249,182,277,232,39,
38,4,0.11614058911800385,0.0009522025939077139,0.13006462156772614,0.1500346064567566,0.04016556218266487,0.02053663693368435,0.5421057343482971,neutral,3.653472900390625,3.1672439575195312,0.00514984130859375,,727,30,745,52,40,
38,5,0.13360533118247986,0.001788581139408052,0.06898153573274612,0.15422482788562775,0.03768401965498924,0.012415858916938305,0.5912997722625732,neutral,-2.2342758178710938,-1.0735015869140625,-0.9568634033203125,,630,20,650,44,Rachel,
39,0,0.15989626944065094,0.016463709995150566,0.24590560793876648,0.08923769742250443,0.06440404802560806,0.010480884462594986,0.4136117994785309,neutral,-67.8220443725586,-4.48046875,-1.37255859375,1,328,154,372,213,Chandler,Ross
39,1,0.06457705795764923,0.0017304804641753435,0.4810582399368286,0.15014521777629852,0.0979883149266243,0.006515815854072571,0.19798487424850464,scared,55.85517883300781,-33.078407287597656,-20.321365356445312,0,586,118,631,173,Ross,Chandler
39,2,0.10257597267627716,0.0040869624353945255,0.12354676425457001,0.437482625246048,0.05145364999771118,0.012673108838498592,0.2681809663772583,happy,-3.568634033203125,-13.531478881835938,5.84173583984375,,251,81,288,126,Phoebe,
39,3,0.14000511169433594,0.0014063159469515085,0.0728306844830513,0.1516270786523819,0.04426247999072075,0.010907718911767006,0.5789605379104614,neutral,-1.6602630615234375,-1.5581130981445312,-0.7202224731445312,,628,24,646,50,Rachel,
39,4,0.09766503423452377,0.0006498935981653631,0.14349085092544556,0.18812744319438934,0.03779755160212517,0.025623662397265434,0.5066455006599426,neutral,7.859275817871094,3.848876953125,2.2062835693359375,,726,35,745,56,41,
39,5,0.07310463488101959,0.00025911303237080574,0.07362672686576843,0.15978732705116272,0.09191282093524933,0.012155949138104916,0.5891534090042114,neutral,4.2598419189453125,-3.8240737915039062,2.552215576171875,,253,182,278,235,42,
40,0,0.05021965503692627,0.0016152475727722049,0.5354794263839722,0.118561290204525,0.09656155109405518,0.008477617986500263,0.18908514082431793,scared,55.144439697265625,-35.60072708129883,-21.417144775390625,1,584,119,631,173,Ross,Chandler
40,1,0.1378692239522934,0.011104325763881207,0.19514425098896027,0.12738747894763947,0.05533570423722267,0.010621422901749611,0.462537556886673,neutral,-70.85638427734375,-6.594268798828125,3.0939559936523438,0,329,155,371,213,Chandler,Ross
40,2,0.12633246183395386,0.0012669702991843224,0.0654454454779625,0.1650681346654892,0.040056925266981125,0.013678321614861488,0.588151752948761,neutral,-2.3057785034179688,-1.12628173828125,-0.28643798828125,,627,28,645,49,Rachel,
40,3,0.10282289236783981,0.003256138414144516,0.11639784276485443,0.44722747802734375,0.04776841402053833,0.014145972207188606,0.2683812379837036,happy,-3.68182373046875,-15.680740356445312,3.575714111328125,,250,82,288,126,Phoebe,
40,4,0.08131056278944016,0.0005694147548638284,0.09635547548532486,0.1942654252052307,0.10933443903923035,0.020787011831998825,0.4973776340484619,neutral,6.2603759765625,-4.433586120605469,3.2197494506835938,,253,182,278,236,43,
40,5,0.10695771127939224,0.0010449496330693364,0.14782188832759857,0.15719127655029297,0.04301738366484642,0.02652103826403618,0.5174457430839539,neutral,10.665283203125,1.6125335693359375,0.7617416381835938,,725,34,743,56,44,
41,0,0.10809943825006485,0.004477665759623051,0.1443551480770111,0.1623188853263855,0.047636352479457855,0.009820487350225449,0.5232920050621033,neutral,-54.0982780456543,-3.3225555419921875,10.106781005859375,1,330,152,370,214,Chandler,Ross
41,1,0.04561998322606087,0.0012589627876877785,0.5570066571235657,0.12600988149642944,0.09710776805877686,0.007994106039404869,0.16500256955623627,scared,55.630462646484375,-36.434654235839844,-22.49523162841797,0,583,119,631,173,Ross,Chandler
41,2,0.12526476383209229,0.00386914168484509,0.12261451035737991,0.4171450436115265,0.043517615646123886,0.013438190333545208,0.27415069937705994,happy,-2.1552886962890625,-14.025299072265625,4.8206787109375,,250,83,288,126,Phoebe,
41,3,0.12822458148002625,0.001514768460765481,0.0634319931268692,0.15449202060699463,0.0377853587269783,0.011802718043327332,0.6027485728263855,neutral,-1.8827667236328125,-2.074493408203125,-0.9842071533203125,,627,30,645,49,Rachel,
41,4,0.05676903575658798,0.00011486477160360664,0.05152617394924164,0.309481680393219,0.10034886002540588,0.011436514556407928,0.470322847366333,neutral,9.471435546875,-4.489814758300781,1.2952117919921875,,253,186,280,235,Joey,
42,0,0.05985691770911217,0.0014857773203402758,0.49662506580352783,0.1292455941438675,0.10938277840614319,0.007861883379518986,0.19554197788238525,scared,56.83343505859375,-33.86863708496094,-21.742958068847656,1,583,120,629,175,Ross,Chandler
42,1,0.1525910645723343,0.008540982380509377,0.1964787244796753,0.18151801824569702,0.06365706026554108,0.022013401612639427,0.37520071864128113,neutral,-25.685508728027344,2.2871017456054688,6.685798645019531,,337,154,374,216,Chandler,
42,2,0.11850658804178238,0.003310242434963584,0.13234221935272217,0.3904067873954773,0.055589258670806885,0.011239196173846722,0.2886057198047638,happy,-0.833740234375,-14.741424560546875,4.302543640136719,,252,83,289,127,Phoebe,
42,3,0.07290562242269516,0.00024977821158245206,0.08741273730993271,0.12119583785533905,0.09006824344396591,0.013867744244635105,0.614300012588501,neutral,2.97869873046875,-2.78814697265625,2.1158523559570312,,255,185,280,237,Joey,
42,4,0.12380261719226837,0.0012815427035093307,0.06693107634782791,0.15095725655555725,0.0402030311524868,0.013307162560522556,0.6035174131393433,neutral,-0.9641647338867188,-1.6076507568359375,-0.9182968139648438,,625,31,644,51,Rachel,
43,0,0.06308025866746902,0.0018092093523591757,0.5064085125923157,0.14827941358089447,0.08021094650030136,0.013975130394101143,0.18623651564121246,scared,55.938751220703125,-34.59449768066406,-21.964767456054688,1,581,120,628,174,Ross,Chandler
43,1,0.13852819800376892,0.004611976444721222,0.24176833033561707,0.13798776268959045,0.06986130774021149,0.019366268068552017,0.3878762125968933,neutral,-49.211036682128906,1.459442138671875,10.402938842773438,0,338,153,376,215,Chandler,Ross
43,2,0.08506432920694351,0.00034787319600582123,0.10520456731319427,0.09143990278244019,0.0837005004286766,0.017867036163806915,0.616375744342804,neutral,4.51959228515625,-3.0707473754882812,1.9462738037109375,,255,185,281,237,Joey,
43,3,0.13776183128356934,0.0022817878052592278,0.12479358166456223,0.3262440860271454,0.05513538792729378,0.011578727513551712,0.34220457077026367,neutral,-0.9722442626953125,-9.753005981445312,5.387237548828125,,254,85,289,127,Phoebe,
43,4,0.12900280952453613,0.0014505458530038595,0.06582856923341751,0.14741894602775574,0.03895210474729538,0.012492746114730835,0.6048542857170105,neutral,-2.1898956298828125,-1.2667007446289062,-1.34808349609375,,625,31,643,52,Rachel,
43,5,0.10462719202041626,0.0006413370720110834,0.1162635013461113,0.1793796271085739,0.03898909315466881,0.015718648210167885,0.5443806648254395,neutral,3.883209228515625,1.597686767578125,-0.46405029296875,,720,36,739,59,45,
44,0,0.08201200515031815,0.00041946975397877395,0.10551807284355164,0.16278520226478577,0.10014119744300842,0.015275944024324417,0.5338481068611145,neutral,3.5948638916015625,-3.9962081909179688,1.8323516845703125,,254,186,281,235,Joey,
44,1,0.12046464532613754,0.004343982320278883,0.19510218501091003,0.18260687589645386,0.05891859158873558,0.016194399446249008,0.42236924171447754,neutral,-50.02311706542969,3.8499298095703125,9.852653503417969,3,338,153,376,214,Chandler,Ross
44,2,0.12215080112218857,0.0036233249120414257,0.12657271325588226,0.3837863802909851,0.06095701456069946,0.008224167861044407,0.29468560218811035,happy,-0.431304931640625,-11.441368103027344,5.618797302246094,,253,86,289,127,Phoebe,
44,3,0.06726494431495667,0.002381974598392844,0.4970357120037079,0.11827753484249115,0.1010277047753334,0.014067206531763077,0.19994497299194336,scared,56.252532958984375,-36.82135772705078,-23.880462646484375,0,579,118,627,173,Ross,Joey
